Title,Summary,URL,Publication_Date,Sentiment_Score
Le premier Auchan bio en photos,"Le 8 novembre,  le premier magasin 100% bio sous enseigne Auchan ouvre ses portes. Ce nouveau concept généraliste permet désormais au distributeur d’être présent sur tous les segments et formats de ce marché. Et le développement en intégré comme en franchise est clairement évoqué.","https://www.lsa-conso.fr/auchan-ouvre-son-premier-auchan-bio-les-premieres-photos,271512",2017-11-07 16:34:00,0.9799312949180603
Entremont fait son arrivée sur le bio,"La marque de fromage, Entremont, qui appartient à la coopérative laitière Sodiaal depuis 2011 fait son arrivée sur le bio avec trois références d'Emmental : bloc, tranches et râpé.","https://www.lsa-conso.fr/entremont-fait-son-arrivee-sur-le-bio,271482",2017-11-07 15:11:00,0.6818664073944092
"[Dossier] Manger sain, les Français en ont de plus en plus envie","La vague des produits sains est en train de déferler sur la grande consommation. Et les Français dans tout ça ? Sensibilisés, ils expriment des attentes fortes dans ce domaine. À charge pour les acteurs d’y répondre, et vite !","https://www.lsa-conso.fr/dossier-manger-sain-les-francais-en-ont-de-plus-en-plus-envie,270572",2017-11-02 00:00:00,0
"Jean-Michel Lecerf (nutritionniste) : ""Il n'existe pas de produits malsains sur le marché""","Depuis trente ans, le docteur Jean-Michel Lecerf se consacre à la nutrition dans son service de l’Institut Pasteur de Lille. Pour LSA, il revient sur ce que doit être une alimentation saine et fustige au passage les recommandations des pouvoirs publics, qu’il juge beaucoup trop coercitives....","https://www.lsa-conso.fr/jean-michel-lecerf-nutritionniste-il-n-existe-pas-de-produits-malsains-sur-le-marche,270557",2017-11-02 00:00:00,0
Thés et infusions : le bio et la santé en maîtres atouts,"Stimulée en 2016 par une offre abondante positionnée sur la naturalité, la progression des thés et tisanes s’est interrompue au premier semestre. Bio, santé et capsules rehaussent les prix.","https://www.lsa-conso.fr/thes-et-infusions-le-bio-et-la-sante-en-maitres-atouts,269327",2017-10-26 00:00:00,0.07286697626113892
L’Agence Bio et le ministre de l’Agriculture élaborent un plan filière,"Stéphane Travert, le ministre de l’Agriculture, et l’Agence Bio se sont rencontrés afin de proposer une méthode de travail dans le cadre de l’élaboration des plans filière.","https://www.lsa-conso.fr/l-agence-bio-et-le-ministre-de-l-agriculture-elaborent-un-plan-filiere,270292",2017-10-25 12:39:00,0.9640467166900635
NaturéO rayonne sur le web,"L’enseigne de distribution de produits bio, NaturéO, a commencé son arrivée sur le web il y a quelques mois. Sa présence sur Internet sera complète fin 2017 avec un site internet et un blog communautaire.","https://www.lsa-conso.fr/natureo-rayonne-sur-le-web,270287",2017-10-25 12:24:00,0.8142229914665222
"Orion Porta (Biocoop) : ""Ouvrir davantage Biocoop sur le monde qui nous entoure""","À la direction générale de Biocoop depuis septembre, Orion Porta livre à LSA le plan stratégique du leader de la distribution sélective de produits bio pour faire face à la concurrence de plus en plus forte et son analyse sur les dernières évolutions de ce marché en plein boom.","https://www.lsa-conso.fr/orion-porta-biocoop-ouvrir-davantage-biocoop-sur-le-monde-qui-nous-entoure,270007",2017-10-25 00:00:00,0.7074486613273621
Bio : le drive distance les autres canaux de distribution en septembre 2017 [Baromètre LSA],"Tous les mois, LSA, en partenariat avec IRI, analyse les performances du bio sur les principaux marchés et les différents canaux de distribution. En septembre 2017, tous les voyants sont au vert et l’ensemble des marchés sont en croissance. Au niveau des réseaux, le drive continue sa...","https://www.lsa-conso.fr/bio-le-drive-distance-les-autres-canaux-de-distribution-en-septembre-2017-barometre-lsa,269897",2017-10-23 09:00:00,0.8079772591590881
Compagnie Biodiversité rachète l'espagnol Biosurya,"La holding de la marque de produits bio Léa Nature, vient d’annoncer sa prise de participation majoritaire dans la société espagnole Biosurya, spécialisée dans les protéines végétales bio.","https://www.lsa-conso.fr/compagnie-biodiversite-rachete-l-espagnol-biosurya,269892",2017-10-20 12:09:00,0.08934557437896729
NaturéO lance ses premières références en  MDD,"L'enseigne de produits bio, NaturéO, qui compte 44 magasins, arrive avec une gamme propre à partir du 21 octobre. Cette dernière sera composée de quatre confitures de fruits 100 % bio.","https://www.lsa-conso.fr/natureo-lance-ses-premieres-references-en-mdd,269127",2017-10-17 16:50:00,0.7162311673164368
L’éthique guide l’alimentation des Français  [Etude],"Les Français ont un rapport à l’alimentation en perpétuelle évolution. L’Obsoco, qui présente son 1er Observatoire sur les éthiques alimentaires, a identifié l’émergence de quatre nouvelles familles pour l’alimentation de demain.","https://www.lsa-conso.fr/l-ethique-guide-l-alimentation-des-francais-etude,269037",2017-10-16 15:40:00,0
"Dès 2018, le salon NATEXPO s’annualise","NATEXPO sera désormais organisé chaque année et se tiendra une année sur deux à Lyon, pour accompagner le développement du marché bio et renforcer la représentativité des différents territoires bio de France.","https://www.lsa-conso.fr/des-2018-le-salon-natexpo-s-annualise,269002",2017-10-13 10:05:00,0.5647453665733337
"Manger sain: si vous êtes un distributeur, répondez à une enquête en ligne",Résumé non disponible,"https://www.lsa-conso.fr/manger-sain-si-vous-etes-un-distributeur-repondez-a-une-enquete-en-ligne,268672",2017-10-13 09:09:00,0
Biocoop lance une carte de fidélité,"Le leader de la distribution sélective de produits bio est en train d’entrer dans l’ère du marketing mais à sa manière..Toujours absent sur le e-commerce, il vient en revanche de lancer un programme de fidélité.","https://www.lsa-conso.fr/biocoop-lance-une-carte-de-fidelite,268587",2017-10-11 16:02:00,0.003916740417480469
Le bio reste sur un haut niveau de performance [Infographies],Résumé non disponible,"https://www.lsa-conso.fr/special-bio-le-bio-reste-sur-un-haut-niveau-de-performance,268292",2017-10-11 10:46:00,0
Le bio est-il le remède aux maux de l'hygiène-beauté ?,"Sur un marché en recul, le bio apparaît comme un relais de croissance, alors que les consommateurs sont de plus en plus vigilants sur la composition des produits. Aux mains des PME, cette manne échappe pour l’heure aux grands groupes.","https://www.lsa-conso.fr/special-bio-est-ce-le-remede-aux-maux-de-l-hygiene-beaute,268227",2017-10-11 10:31:00,0.4273737668991089
Faut-il encourager la promo ?,"Foires aux vins, rabais de 30 % sur l’épicerie, nouvelle carte de fidélisation... La promotion se généralise, mais sans matraquage. Il s’agit de recruter de nouveaux consommateurs sans inquiéter les fidèles.","https://www.lsa-conso.fr/special-bio-faut-il-encourager-la-promo,268232",2017-10-11 10:21:00,0
La nouvelle réglementation va-t-elle changer la donne ?,"Entamée en 2014, la révision de la réglementation européenne sur la production biologique a abouti à un texte de compromis qui doit encore être voté. Permettra-t-il au secteur de négocier son virage ? Le point sur ce qui va changer.","https://www.lsa-conso.fr/special-bio-la-nouvelle-reglementation-va-t-elle-changer-la-donne,268222",2017-10-11 10:06:00,0.24873393774032593
"Pénurie, réglementation, promos, hygiène-beauté : les dossiers chauds du Bio","Au-delà du succès incontestable du bio, LSA revient sur les thèmes d’actualité du secteur. Pour construire sa pérennité et son avenir, il doit répondre à quatre questions brûlantes.","https://www.lsa-conso.fr/les-dossiers-chauds-du-bio-dossier,268482",2017-10-11 00:00:00,0.06334269046783447
"Des cultures meurtries par Irma, José et Maria","Outre les dramatiques dégâts matériels et psychologiques que l’on connaît, les ouragans de septembre ont dévasté certaines cultures, ce qui aura des conséquences sur les étagères de la grande distribution à plus ou moins long terme. Voici un premier état des lieux.","https://www.lsa-conso.fr/des-cultures-meurtries-par-irma-jose-et-maria,268257",2017-10-11 00:00:00,0
Y a-t-il vraiment un risque de pénurie ?,"Victime de son succès, le marché du bio n’arrive pas toujours à répondre à la demande, en forte croissance. Certaines filières sont dans une situation d’approvisionnements critique et doivent relever des défis de taille. Pour faire face à cette problématique, les acteurs réagissent.","https://www.lsa-conso.fr/special-bio-y-a-t-il-vraiment-un-risque-de-penurie,268242",2017-10-11 00:00:00,0.025917351245880127
Coop de France milite pour un dispositif de soutien pour les agriculteurs bio,"Les bienfaits environnementaux de l’agriculture biologique sont reconnus. Ainsi, Coop de France milite pour la mise en place d’un dispositif de soutien rétribuant les aménités positives, soit les bénéfices de la nature, de ces producteurs.","https://www.lsa-conso.fr/coop-de-france-veut-retribuer-les-amenites-positives-des-agriculteurs-bio,268392",2017-10-09 16:55:00,0.13573384284973145
Vahiné et Ducros s’engagent dans le bio,"Les marques emblématiques du groupe McCormick, Ducros et Vahiné, proposent aux une nouvelle offre de produits Bio, au plus proche des attentes consommateurs français pour  ""manger mieux"".","https://www.lsa-conso.fr/vahine-et-ducros-s-engagent-dans-le-bio,268357",2017-10-09 15:20:00,0.947413980960846
Le sourcing ingrédients et matières premières bio,"Dans un marché où le sourcing est un facteur clé de succès, Natexpo inaugure cette année un pôle entièrement dédié aux ingrédients et matières premières bio.","https://www.lsa-conso.fr/le-sourcing-ingredients-et-matieres-premieres-bio,268367",2017-10-09 07:32:00,0.01353389024734497
"BIO, mais aussi vegan, sans gluten, MDD…","Avec ses 4 parcours thématiques, Natexpo met en avant les exposants de produits vegan, de produits sans gluten ainsi que les fournisseurs de la restauration hors domicile et de marques distributeurs.","https://www.lsa-conso.fr/bio-mais-aussi-vegan-sans-gluten-mdd,268382",2017-10-08 18:00:00,0
850 exposants bio à Natexpo,La barre des 850 exposants est atteinte ! Un record pour ce salon qui fleurtait avec les 600 exposants ces dernières années. Voilà qui devrait ravir les visiteurs qui pourront ainsi découvrir une offre enrichie dans tous les secteurs.,"https://www.lsa-conso.fr/850-exposants-bio-a-natexpo,268377",2017-10-06 15:37:00,0
Biomonde nomme Patrice Guegan comme directeur général,"Le conseil d'administration de Biomonde, groupement coopératif de magasins bio indépendants, vient de nommer Patrice Guegan comme directeur général.","https://www.lsa-conso.fr/biomonde-nomme-patrice-guegan-comme-directeur-general,268067",2017-10-05 10:34:00,0.7581748366355896
Florette se met au bio,Le leader de la catégorie des fruits et légumes frais prêts à l’emploi propose depuis le mois d’octobre une large gamme de produits bio,"https://www.lsa-conso.fr/florette-se-lance-dans-le-bio,268012",2017-10-04 16:20:00,0.9718964099884033
"Wat Water, l’eau gazeuse aromatisée bio qui a défilé lors de la Fashion Week","Alterfood, jeune société spécialisée dans les marques de boissons tendance, lance Wat Water. Une nouvelle marque d’eau gazeuse aromatisée bio, sans sucre, sans édulcorant et sans additif qui s’est invitée sur les défilés de Dior et Balmain, et cela avec un slogan très amusant.","https://www.lsa-conso.fr/wat-water-l-eau-gazeuse-aromatisee-bio-qui-a-defile-lors-de-la-fashion-week,268007",2017-10-04 15:34:00,0.12020629644393921
Leclerc arrive avec sa première offre de produits bio en vrac sur Bio Village,La marque bio des magasins Leclerc fait évoluer son offre et arrive avec sa première gamme bio en vrac avec des produits d’épicerie.,"https://www.lsa-conso.fr/leclerc-arrive-avec-sa-premiere-offre-de-produits-bio-en-vrac-sur-bio-village,267972",2017-10-04 12:04:00,0.9011027812957764
"La France, gros consommateur de produits bio en Europe","Selon une étude menée par IRI dans sept pays communautaires, les Français sont plus nombreux à acheter des produits bio et dépensent plus sur ce poste que leurs voisins européens.","https://www.lsa-conso.fr/la-france-gros-consommateur-de-produits-bio-en-europe,267917",2017-10-04 09:00:00,0.7735468149185181
Unilever rachète un spécialiste brésilien de produits bio,"Nouvelle acquisition chez Unilever. Le groupe néerlandais a annoncé s’être rapproché du brésilien, Mae Terra, spécialiste de produits bio.","https://www.lsa-conso.fr/unilever-rachete-un-specialiste-bresilien-de-produits-bio,267877",2017-10-03 11:47:00,0.37483030557632446
Les 2 Vaches commercialise son 1er yaourt à boire bio,La marque d'ultrafrais du groupe Danone arrive avec le premier yaourt à boire bio : Bio à boire. Une innovation qui a nécessité 2 ans de R&D pour réussir à s'affranchir des arômes.,"https://www.lsa-conso.fr/les-2-vaches-lance-leur-1er-yaourt-a-boire-bio,267822",2017-10-02 16:20:00,0.9903400540351868
Toutes les bio tendances décryptées,"Pour mettre en lumière les innovations les plus récentes et répondre aux attentes des professionnels, Natexpo expose les nouveaux produits et illustre les tendances sur plusieurs espaces thématiques.","https://www.lsa-conso.fr/toutes-les-bio-tendances-decryptees,267812",2017-10-02 08:35:00,0
L'été a fait émerger certains marchés bio [Baromètre LSA],"Tous les mois, LSA, en partenariat avec IRI, analyse les performances du bio sur les principaux marchés et les différents canaux de distribution. En août 2017, la météo clémente a profité à certains marchés, faisant même entrer certains dans le top 10.","https://www.lsa-conso.fr/bio-l-ete-a-fait-emerger-certains-marches-barometre-lsa,266992",2017-09-29 09:58:00,0.9631213545799255
NaturéO ouvre trois magasins en Ile-de-France,"L'enseigne de produits bio NaturéO, créée en 2007, met le cap sur l'Ile-de-France. Elle ouvre au troisième trimestre 2017, trois nouveaux magasins pour passer de 15 à 18 boutiques dans la région.","https://www.lsa-conso.fr/natureo-ouvre-trois-magasins-en-ile-de-france,267402",2017-09-28 16:19:00,0.9888357520103455
Nouvel élan pour le réseau bio La Vie saine,"Pascale Cartier, une ancienne de Monoprix, vient de prendre la tête des magasins bio La Vie saine. Le modèle et le positionnement ont été revus afin de répondre aux objectifs de développement de l’enseigne.","https://www.lsa-conso.fr/nouvel-elan-pour-le-reseau-bio-la-vie-saine,266777",2017-09-28 00:00:00,0.22623425722122192
La IVe gamme change sa partition,"Le rayon se dédouble avec des stands de fraîche découpe, accroît la place faite au bio ainsi qu’aux garnitures et préfère désormais parler de fruits et légumes frais prêts à l’emploi.","https://www.lsa-conso.fr/la-ive-gamme-change-sa-partition,266702",2017-09-28 00:00:00,0.08304518461227417
Naturalia revoit son site marchand,"Pionnier du commerce en ligne depuis 2001, Naturalia rafraîchit son site marchand à l'image de sa nouvelle campagne de communication « libérée et joyeuse ».","https://www.lsa-conso.fr/naturalia-revoit-son-site-marchand,267307",2017-09-27 12:40:00,0
Des ventes bio moins dynamiques pour le drive en août,"Tous les mois, LSA, en partenariat avec IRI, analyse les performances du bio sur les principaux marchés et les différents canaux de distribution. En août 2017, le drive reste le réseaul de distribution le plus représentatif du bio mais les ventes sont moins dynamiques que le mois précédent.","https://www.lsa-conso.fr/bio-des-ventes-moins-dynamiques-pour-le-drive-en-aout-barometre-lsa,266987",2017-09-25 16:54:00,0.8300805687904358
Bio : le DPH signe un beau mois d'août [Baromètre LSA],"Tous les mois, LSA, en partenariat avec IRI, analyse les performances du bio sur les principaux marchés et les différents canaux de distribution. En août 2017, si l'ensemble des segments alimentaires sont en croissance, à l'exception des spiritueux et champagnes, le DPH enregistre la...","https://www.lsa-conso.fr/bio-le-dph-signe-un-beau-mois-d-aout-barometre-lsa,266982",2017-09-25 16:44:00,0.8809722661972046
Des événements et animations pour partager les Bio-Tendances,"Natexpo, l’accélérateur des Bio-Tendances, joue son rôle de dénicheur d’innovations et met en lumière les produits stars de demain. Le salon, au travers de ses nombreux temps forts, illustrera le dynamisme du marché bio.","https://www.lsa-conso.fr/des-evenements-et-animations-pour-partager-les-bio-tendances,267002",2017-09-22 18:18:00,0.8745858669281006
Bonduelle prend le virage du végétal avec un nouveau projet stratégique,Le Groupe Bonduelle veut apporter sur trois ans 200 millions de chiffres d’affaires additionnels sur les marchés de l’épicerie et des surgelés. Grâce à une nouvelle approche du rayon végétal et des innovations imaginées par sa filiale Bonduelle Europe Long Life France.,"https://www.lsa-conso.fr/bonduelle-prend-le-virage-du-vegetal-avec-un-nouveau-projet-strategique,266637",2017-09-22 15:04:00,0
Synabio propose huit projets pour développer le bio,"Dans le cadre des Etats Généraux de l’alimentation, le Synabio, syndicat des entreprises du bio, met en avant 8 propositions pour développer le bio.","https://www.lsa-conso.fr/etats-generaux-de-l-alimentation-synabio-propose-huit-projets-pour-developper-le-bio,266612",2017-09-21 17:43:00,0.9872263073921204
Stonyfield France devient Les Prés Rient Bio,"La filiale bio de Danone qui commercialise les produits laitiers bio Les 2 Vaches, Stonyfild France, change de nom et devient Les Prés Rient Bio.","https://www.lsa-conso.fr/stonyfield-france-devient-les-pres-rient-bio,266572",2017-09-21 11:35:00,0.045638859272003174
Biocoop fait du vrac une priorité,"Le leader de la distribution sélective de produits bio, Biocoop, met l'accent sur le vrac. Dans son plus grand magasin parisien de 380 m2, situé dans le 13ème arrondissement, il propose plus de 170 références en vrac.","https://www.lsa-conso.fr/biocoop-fait-du-vrac-une-priorite,266312",2017-09-19 15:07:00,0.31278687715530396
"Ex-Monoprix, Pascale Cartier prend la tête de La Vie Saine","Ancienne directrice de l'offre alimentaire et parfumerie de Monoprix partie en janvier dernier, Pascale Cartier a décidé de se lancer dans l’aventure de l’entreprenariat. Elle a repris, avec deux fonds d’investissement, le réseau de distribution de magasins bio La Vie Saine.","https://www.lsa-conso.fr/ex-monoprix-pascale-cartier-prend-la-tete-d-un-reseau-de-magasins-bio-la-vie-saine-exclusif-lsa,265887",2017-09-15 16:00:00,0.715446412563324
"Indicateurs au vert pour le bio au 1er semestre 2017, mais...","Les produits bio poursuivent leur forte croissance et séduisent toujours plus de consommateurs au premier semestre 2017, selon les chiffres publiés ce 15 septemrbe par l'Agence Bio. Si tous les indicateurs sont au vert, il ne faut pas occulter les soucis d'approvisionnements, problématiques...","https://www.lsa-conso.fr/des-indicateurs-au-vert-pour-le-bio-sur-le-1er-semestre-2017-mais,265902",2017-09-15 12:01:00,0.16405165195465088
Toupargel lance son plan stratégique Oxygène 2020,"Le spécialiste de la livraison de produits à domicile, Toupargel, qui subit une érosion de son modèle depuis plusieurs années, a décidé de lancer un plan stratégique : Oxygène 2020, qui vise à renouer avec la rentabilité, accroitre le chiffre d’affaires et s’ouvrir à de nouveaux marchés. Une...","https://www.lsa-conso.fr/toupargel-lance-son-plan-strategique-oxygene-2020,265862",2017-09-14 15:31:00,0
Danone Eaux se met au bio,Danone Eaux France va bientôt remplacer ses boissons aromatisées sous la marque Evian par des versions bio. Celles-ci sont en cours de labellisation.,"https://www.lsa-conso.fr/danone-eaux-se-met-au-bio,265737",2017-09-13 12:03:00,0.531886875629425
Nouveau siège social pour NaturéO,"A l’été 2019, NaturéO va s’installer dans le parc d’activités économiques de Val Vert Croix Blanche, en Essonne. Les locaux, construits sur un terrain de 12 000m², s’inscrivent dans un projet écologique et dans le respect du bien-être des collaborateurs.","https://www.lsa-conso.fr/nouveau-siege-social-pour-natureo,265577",2017-09-11 16:49:00,0
Naturalia s'ouvre à l'international en franchise,"L'enseigne bio du groupe Monoprix ouvre son premier magasin, en franchise, à l'international, au Luxembourg.","https://www.lsa-conso.fr/naturalia-s-ouvre-a-l-international-avec-le-luxembourg,265177",2017-09-07 14:46:00,0.9300459623336792
"Orion Porta, nouveau directeur général de Biocoop","Huit mois après avoir été nommé directeur général adjoint de Biocoop, Orion Porta, 42 ans, va prendre la direction générale du leader de la distribution de produits bio, Biocoop. Il remplace Gilles Piquet-Pellorce.","https://www.lsa-conso.fr/changement-de-direction-generale-chez-biocoop,264997",2017-09-05 14:14:00,0.276997447013855
"« Nos marges sur le bio sont inférieures au conventionnel », Michel Biero, cogérant de Lidl France","Suite à l’étude présentée par l’UFC-Que-Choisir, le 29 août, sur les marges pratiquées par la grande distribution sur les fruits et légumes bio, Michel Biero, cogérant de Lidl France revient pour LSA sur cette polémique et nous livre sa stratégie commerciale sur ce sujet majeur dans le...","https://www.lsa-conso.fr/nos-marges-sur-le-bio-sont-inferieures-au-conventionnel-michel-biero-cogerant-de-lidl-france,264587",2017-08-31 15:56:00,0.8909701704978943
"Etude UFC Que chosir: ""Quel scandale que ce coup médiatique"" [Tribune]","Rodolphe Bonnasse, président-directeur-général de CA COM Groupe, donne son avis sur l’étude de l’UFC Que choisir sur le bio, ses prix et ses marges. Et visiblement, il n’est pas d’accord avec les résultats de cette étude et avec les conclusions que certains en font.","https://www.lsa-conso.fr/etude-ufc-que-choisir-quel-scandale-que-ce-coup-mediatique-tribune,264522",2017-08-31 08:21:00,0.9419333934783936
"Bio : l’épicerie, grand gagnant en juillet 2017 [Baromètre LSA]","Tous les mois, LSA, en partenariat avec IRI, analyse les performances du bio sur les principaux marchés et les différents canaux de distribution. En juillet 2017, tous les circuits gagnent encore du poids sur le bio, une croissance toujours plus soutenue pour le drive. Sur les marchés,...","https://www.lsa-conso.fr/bio-l-epicerie-grand-gagnant-en-juillet-2017-barometre-lsa,264442",2017-08-29 17:48:00,0.7397844791412354
Fruits et légumes bio : polémique autour de l'étude de l’UFC sur les taux de marges de la GMS,L’UFC-Que-Choisir vient de publier une étude sur les marges pratiquées par la grande distribution sur les fruits et légumes bio. Elle met en avant une marge brute deux fois plus élevée que sur les produits conventionnels. Une étude qui a fait réagir immédiatement la FCD qui dénonce une étude...,"https://www.lsa-conso.fr/fruits-et-legumes-bio-polemique-autour-de-l-etude-de-l-ufc-sur-les-taux-de-marges-de-la-gms,264392",2017-08-29 13:04:00,0.4682965874671936
"Franprix Noé, le magasin ""responsable"" décrypté en 12 images","Le dernier-né des concepts Franprix, situé dans le 5 ème arrondissement de Paris, fourmille de nouvelles idées. Offre bio, vegan, vrac en quantité, cueillette en libre-service… Découvrez en images les points forts de ce magasin baptisé Franprix Noé.","https://www.lsa-conso.fr/franprix-noe-le-magasin-responsable-decrypte-en-12-images,264292",2017-08-28 14:49:00,0.48655474185943604
"Wow Lively Water, la boisson aux probiotiques, arrive en France","La jeune marque britannique qui s’est fait connaitre avec ses boissons nourrissantes aux graines de chia lance de nouvelles boissons, celles-ci à base de probiotiques. C'est une grosse tendance aux Etats-Unis.","https://www.lsa-conso.fr/wow-lively-water-la-boisson-aux-probiotiques-arrive-en-france,263967",2017-08-24 16:33:00,0.04589873552322388
"Victime de son succès, la conversion de l’agriculture au bio est en danger","Subventionner la conversion au bio, plébiscité par les consommateurs, a laissé une ardoise que le ministère de l’Agriculture se contentera de combler, sans prévoir de crédits supplémentaires pour les trois prochaines années.","https://www.lsa-conso.fr/victime-de-son-succes-la-conversion-de-l-agriculture-au-bio-est-en-danger,263227",2017-07-31 11:29:00,0.13547706604003906
Cosmébio fête ses 15 ans,"L’association professionnelle de la filière des cosmétiques biologiques, Cosmebio, fête ses 15 ans. Nicolas Bertrand, directeur du développement de Cosmébio, a donné à LSA sa vision du marché et confié les projets de l’association.","https://www.lsa-conso.fr/cosmebio-fete-ses-15-ans,262637",2017-07-12 16:11:00,0.956377387046814
Deux nominations chez Biocoop,"Le leader de la distribution spécialisée de produits bio, Biocoop, vient d’annoncer deux nominations. Pierre Brochen-Demasi prend la direction de l’innovation et de la stratégie sociale. Ancien, DRH du réseau, il est remplacé par Elisabeth Mounier, dans le groupe depuis 2016.","https://www.lsa-conso.fr/deux-nominations-chez-biocoop,262147",2017-07-05 16:08:00,0.9783543944358826
Danone cède Stonyfield à Lactalis,"C’est officiel, Danone se sépare de Stonyfield aux Etats-Unis, le leader du marché du yaourt biologique, qu’il détenait depuis 2004. Son futur propriétaire, Lactalis, s’en empare pour 875 millions de dollars, soit 20 fois son excédent brut d’exploitation en 2016.","https://www.lsa-conso.fr/danone-cede-stonyfield-a-lactalis,262033",2017-07-03 11:06:00,0.06925815343856812
Bio : le drive creuse son avance en mai [Exclu LSA],"Tous les mois, LSA, en partenariat avec IRI, analyse les performances du bio sur les principaux marchés et les différents canaux de distribution. En mai 2017, si tous les canaux de distribution voient leur poids grandir dans le bio, le drive, circuit leader, creuse son avance. Au niveau des...","https://www.lsa-conso.fr/bio-le-drive-creuse-son-avance-en-mai-exclu-lsa,261754",2017-06-28 11:22:00,0.7237070202827454
Naturalia se lance dans le 100 % végan,"L’enseigne de magasins bio, détenue par Monoprix, a inauguré le 21 juin, trois magasins bio et 100 % végan en région parisienne (deux à Paris et un à Vincennes). Une grande première pour une chaine de magasins.","https://www.lsa-conso.fr/naturalia-se-lance-dans-le-100-vegan,261718",2017-06-27 13:08:00,0.9546189308166504
Naturalia ouvre un concept de magasins 100% vegan,L'enseigne de magasins bio du groupe Monoprix a ouvert aujourd'hui trois magasins spécialement dédiés au bio végan en Ile de France.,"https://www.lsa-conso.fr/naturalia-ouvre-un-concept-de-magasins-100-vegan,261385",2017-06-21 15:06:00,0.8284006118774414
Maison Alpérel : un nouvel arrivant au rayon des glaces,"Dix-huit mois après avoir été reprise par Pierre Menini et Karima Rafik, la marque de glaces, Maison Alpérel, se déploie en grande distribution. Elle nourrit également des ambitions dans les réseaux spécialisés et à l’international.","https://www.lsa-conso.fr/maison-alperel-un-nouvel-arrivant-au-rayon-des-glaces,261334",2017-06-20 17:23:00,0
Bonnes performances pour le marché de la viande bio,"La filière viande bio est en train de s’organiser pour répondre à la demande. En 2016, les volumes bio abattus ont augmenté de 15 % et les ventes des différents circuits ont suivi cette tendance.","https://www.lsa-conso.fr/bonnes-performances-pour-le-marche-de-la-viande-bio,261271",2017-06-19 17:24:00,0.04481428861618042
Prince de Bretagne affirme son leadership dans la bio,"Avec 600 000 tonnes, Prince de Bretagne est le numéro un des légumes frais en volume. Mais pas seulement. En l’espace de 20 ans, la marque est également devenue numéro un des légumes bio frais.","https://www.lsa-conso.fr/prince-de-bretagne-affirme-son-leadership-dans-la-bio,260920",2017-06-13 15:47:00,0.6869536638259888
Le règlement bio européen en passe d’être révisé,"Le 12 juin, les Etats membres vont devoir se prononcer sur la révision du règlement bio européen. A quelques jours de cette réunion cruciale pour la filière, les organisations professionnelles du bio français rappellent les points sur lesquels il ne faut pas céder.","https://www.lsa-conso.fr/le-reglement-bio-europeen-en-passe-d-etre-revise,260656",2017-06-09 15:23:00,0.24837082624435425
Les Comptoirs de la Bio veulent devenir le numéro deux du secteur,"Créée en 2012, l’enseigne de magasins bio mise sur la spécificité de son organisation avec des acteurs indépendants et sur son positionnement prix pour se déployer. Avec, à la clé, de fortes ambitions.","https://www.lsa-conso.fr/les-comptoirs-de-la-bio-veulent-devenir-le-numero-deux-du-secteur,260407",2017-06-08 00:00:00,0.6804672479629517
Les coopératives agricoles se mobilisent pour le bio,"Dans le cadre de la semaine de la coopération agricole, les coopératives et leurs agriculteurs ont lancé une déclaration d’engagement pour développer les filières bio.","https://www.lsa-conso.fr/les-cooperatives-agricoles-se-mobilisent-pour-le-bio,260512",2017-06-06 16:30:00,0.9759155511856079
Carrefour s’engage auprès des producteurs bio de la Nouvelle Aquitaine,"Pour accélérer son développement sur le marché du bio, Carrefour s’engage auprès des producteurs de la Nouvelle Aquitaine. A la clé, la signature d’une convention de partenariat avec la chambre d’agriculture régionale de Nouvelle Aquitaine.","https://www.lsa-conso.fr/carrefour-s-engage-aupres-des-producteurs-bio-de-la-nouvelle-aquitaine,260135",2017-05-29 18:46:00,0.9189997911453247
Didier Thépaut prend la direction de la qualité et de la RSE chez Biocoop,Création de poste chez Biocoop. Didier Thépaut rejoint le distributeur à la direction de la qualité et de la RSE. Un message fort que fait passer Biocoop.,"https://www.lsa-conso.fr/didier-thepaut-prend-la-direction-de-la-qualite-et-de-la-rse-chez-biocoop,260117",2017-05-29 16:49:00,0.01962125301361084
"Claude Gruffat, président de Biocoop, se lance en politique","Le numéro un de Biocoop s’engage dans les élections législatives pour Europe Ecologie-les Verts, aux côtés d’Antoinette Guhl, dans la 15ème circonscription de Paris.","https://www.lsa-conso.fr/claude-gruffat-president-de-biocoop-se-lance-en-politique,260102",2017-05-29 15:50:00,0.7732137441635132
Le bio doit continuer sur sa lancée pour répondre à la demande,"La progression du bio en France est toujours très encourageante. Mais face à une demande qui ne cesse de croître, la filière doit continuer de se développer pour éviter les risques de pénuries. Les conversions en amont et en aval ne doivent pas ralentir.","https://www.lsa-conso.fr/le-bio-doit-continuer-sur-sa-lancee-pour-repondre-a-la-demande,259829",2017-05-23 16:29:00,0.07772547006607056
Leclerc accélère sur Repère Bio Village,"La marque MDD de Leclerc Repère Bio Village continue son développement. Elle s’enrichit de 10 nouvelles références, tous segments confondus.","https://www.lsa-conso.fr/leclerc-accelere-le-developpement-du-bio-sur-sa-marque-repere-bio-village,259814",2017-05-23 11:51:00,0.3002244830131531
